-1	125:1	2579:1	3726:1	3820:2	5023:1	5681:1	8612:3	12138:1	16198:3	17204:1	18006:1	20661:3	23151:1	24144:1	27712:1	27921:1	30733:1	31030:1	38158:1	38221:1	39811:1	41135:1	42787:1	42827:1	44856:1	45776:2																																																																																																																																																																																																							
1	1148:2	1295:1	1428:1	2567:1	4448:1	4703:1	4927:1	6242:1	6669:1	6793:1	7128:1	7860:1	8647:1	9100:1	9500:1	10911:1	11269:1	11838:1	13417:6	13617:1	13928:1	14673:1	15381:1	16198:2	16309:1	16429:1	17063:3	18254:1	19956:1	23028:1	23250:1	27151:1	27251:1	27712:2	29028:1	29172:2	29860:1	30769:1	30858:1	32132:2	32295:8	32539:1	32636:1	32757:1	33224:11	33427:1	37679:1	38653:1	39837:1	40207:2	40455:1	41135:2	42046:2	43014:1	43292:1	43972:1	44180:1	44206:1	44958:1	47621:1																																																																																																																																																																					
1	669:1	2486:1	7149:1	8612:3	9766:1	14699:2	14851:1	16198:1	18332:1	19794:1	22845:1	24692:1	25327:1	25813:1	29423:1	29659:1	30540:2	30567:1	32210:1	32295:1	33745:1	34059:1	35337:1	35421:1	36121:1	38049:1	38716:1	39811:1	41261:1	41775:1	42185:1	43041:1	44586:1	45551:1	45595:1	46341:1	47098:1	47799:2																																																																																																																																																																																											
1	1960:1	2759:1	5080:1	5203:1	6066:1	6395:1	8612:1	8980:1	11554:1	13385:1	16198:1	16341:1	18230:1	20534:1	20661:1	23050:1	26257:1	27228:1	28467:1	30540:1	32949:1	33244:1	36785:1	37488:1	38716:1	42878:1	43788:3	44586:6	44773:1	45551:1	46339:1																																																																																																																																																																																																		
1	395:1	573:1	2132:1	6280:1	8313:1	8612:2	8886:1	9052:1	9239:1	9384:2	9495:1	10349:1	11053:1	15196:1	20284:1	20397:1	20747:1	21559:1	21908:1	22080:1	22927:1	23081:1	25068:1	25285:1	29143:1	32036:1	33760:1	34422:2	35941:1	37648:2	37969:1	41850:1	42955:1	43041:1	44118:1	44586:4	45465:1	46176:1	46341:1	46497:1	47799:4																																																																																																																																																																																								
-1	1850:1	3615:1	3666:1	5829:2	7283:1	10740:1	12977:1	13344:1	14276:1	14699:1	14952:1	15764:1	16198:8	18072:1	18433:1	18873:3	19727:1	22931:1	24924:1	26668:1	27712:5	29437:2	30540:2	30809:1	31530:1	32974:1	33080:4	35086:2	37341:1	37568:1	37593:1	38187:1	40802:1	41082:1	41135:8	41828:1	42333:1	43176:1	44586:3	44805:1	45551:1	46257:1	47211:1																																																																																																																																																																																						
-1	2893:1	5573:2	6387:1	8612:1	9040:1	10229:1	11550:1	11554:1	11925:1	12617:1	15666:1	16198:1	18625:1	20534:1	20661:1	22191:1	22323:2	23931:1	24023:1	24801:1	26257:1	26637:1	27658:1	29659:2	30540:1	32056:1	32295:2	32695:1	32881:1	32949:4	33383:1	34461:1	34779:1	35090:1	36354:1	38716:1	39105:1	40756:1	42981:1	43448:1	43788:6	44586:9	44773:1	47799:2	47818:2																																																																																																																																																																																				
-1	430:1	949:1	1012:1	1428:2	1623:1	2897:1	4506:1	4703:1	4733:1	6524:1	7637:1	7860:1	8612:1	8922:1	10497:1	10894:1	10911:1	11544:1	13417:6	15906:1	16092:1	16198:1	17063:1	18254:1	21042:1	22382:1	23955:1	24867:1	26211:1	29172:2	32295:6	32539:1	32636:3	33224:10	33643:1	33974:1	37612:1	37679:1	39811:1	40455:1	40839:1	41180:1	41297:1	42046:2	44958:1	45695:1																																																																																																																																																																																			
1	2419:1	3666:1	4048:2	5142:1	5160:1	5169:1	5829:1	6526:1	6646:1	8628:1	9004:1	9603:1	10599:1	10850:1	10985:1	12219:1	12638:1	13417:4	14986:2	15764:1	16198:4	16385:1	18512:1	18607:1	18873:1	19235:1	20241:1	20663:1	22272:1	22657:1	25043:1	25407:1	25565:1	27630:1	27712:2	28114:1	29298:1	29437:1	29869:1	30085:1	30540:1	31062:1	31302:1	32262:1	32295:6	32974:1	33080:2	33224:5	34045:1	34241:1	35086:1	36420:1	38059:1	38233:1	38293:1	38660:1	38991:1	39261:1	39756:1	40504:1	40838:1	41135:3	41887:1	43014:2	43972:3	44586:1	45859:1	47319:1	47637:1	47799:1	47826:1																																																																																																																																																										
1	969:1	1202:1	1428:2	1757:1	1850:1	3404:1	3648:1	7100:1	7134:1	7236:1	7860:2	8362:2	8604:1	9901:1	10911:2	12213:1	12409:1	13417:4	13707:1	14400:1	14529:1	14699:1	15381:2	15967:1	16184:1	16198:3	16897:1	17283:1	17978:1	18922:2	19158:1	19956:1	21528:1	21777:1	22243:1	25063:1	26083:1	26973:1	27712:2	29172:3	29309:1	29927:1	30540:1	32295:7	32313:1	33080:1	33121:1	33224:9	34260:1	35210:1	35281:1	40192:2	41135:2	42046:2	44917:1	46931:1	47621:1																																																																																																																																																																								
1	1577:1	2374:1	2381:1	3508:1	4616:1	4656:2	7134:1	7375:1	7733:1	8156:1	8612:2	9436:1	10516:1	10588:1	10851:1	11190:1	13417:2	15074:1	15381:2	16010:1	17019:1	17063:2	19946:1	20661:1	21042:2	21402:1	22088:1	22163:1	22272:1	23383:1	24832:1	25422:1	25769:1	25873:1	26438:1	28147:1	29172:1	29673:1	29869:1	30216:1	30540:2	30556:1	30947:1	31302:1	31507:1	32295:9	32505:1	33224:5	34045:1	35840:1	36135:1	36142:1	37261:1	37679:1	41261:1	42856:1	43041:1	43362:1	44626:1	44927:1	45114:1	45434:1	45551:2	45595:2	45896:1	46341:1	46358:1	47799:2	47826:1																																																																																																																																																												
-1	707:1	910:2	2823:1	6574:1	8612:7	10516:1	14228:1	14699:2	15381:2	16198:1	16208:1	16387:1	17283:2	22360:1	22399:1	28138:1	29452:2	30054:1	32261:4	32295:4	32301:1	33224:2	33469:1	34936:1	36662:2	37407:1	37838:1	39210:1	39811:1	40141:2	43041:1	46077:1	46341:1	47799:1	47931:1																																																																																																																																																																																														
-1	26:1	569:1	2021:1	5110:1	5267:1	6319:1	6956:1	6960:1	8532:2	13417:4	14986:2	16198:4	20241:1	20661:1	20747:1	21493:1	22272:1	24123:1	24695:1	25288:1	25368:1	25407:1	25768:1	27712:3	28120:1	29096:1	29869:1	30276:1	30540:1	31302:1	32262:1	32295:2	33080:2	33224:4	33244:1	34045:1	38359:1	38898:1	41135:3	41887:1	44856:1	46339:1	47534:1	47547:1	47799:1	47826:1																																																																																																																																																																																			
-1	550:1	619:1	697:1	2279:1	3534:1	5601:1	5776:1	9919:1	13335:1	13417:4	18520:1	18861:1	20674:1	22272:1	25576:1	25858:1	26442:2	27764:1	27976:1	29008:1	29172:5	29673:1	29869:1	30556:1	31302:1	31516:1	32295:3	32769:1	33224:9	34045:1	38614:1	40426:1	40770:1	42046:4	43041:1	44156:1	44586:1	44626:1	45047:1	45551:1	45565:1	46341:1	46841:1	47799:2	47826:1																																																																																																																																																																																				
1	8066:1	15639:1	16389:1	16930:1	21976:1	34870:1	37597:1	41135:1	42955:1	43041:1	43154:1	46341:1	47799:1	47818:2																																																																																																																																																																																																																			
1	697:1	4473:1	4773:1	7629:2	8612:1	12070:1	13417:2	14687:1	18624:1	19294:1	20983:1	25858:1	29143:1	29172:3	29286:1	32036:1	32295:1	33224:5	34422:1	38123:1	38771:1	40108:1	42046:2	43041:1	44118:1	44490:1	44586:1	45551:1	45874:1	46341:1	46841:1	47799:2	47873:1	47931:1	47966:1	48010:1																																																																																																																																																																																													
-1	8612:1	13664:2	13970:1	17683:1	20172:2	20663:1	21659:1	29172:2	30532:1	33224:4	41238:2																																																																																																																																																																																																																						
1	2260:1	2419:1	2799:1	3666:1	5169:1	5788:1	5829:1	8628:1	9004:1	9603:1	10850:1	10943:1	12219:1	12511:1	12638:1	15764:1	16198:4	18607:1	18873:1	20239:1	20392:1	20663:1	21688:1	25043:1	27712:2	29437:1	30085:3	30227:1	30540:1	32295:3	32974:1	33080:2	33224:2	35086:1	36374:1	37284:1	38059:1	38293:1	38991:1	39261:1	39445:1	40137:1	40504:1	40516:1	41135:3	43972:3	44277:1	44586:1	46240:1	47216:1	47637:1	48302:1																																																																																																																																																																													
1	121:2	1914:1	2554:1	3569:2	4761:1	5293:2	5703:1	6585:1	9415:4	10424:1	13417:2	14100:1	14986:1	15381:3	18078:1	19957:2	20241:1	20661:6	22272:1	22335:1	22877:1	23149:1	23253:2	28056:1	29643:1	29869:1	30641:2	31033:1	31302:1	32262:1	32295:7	33178:4	33224:5	34045:1	35278:1	38443:1	40192:2	43048:1	43862:1	45125:1	47261:2	47404:2	47770:2	47799:1	47826:1																																																																																																																																																																																				
1	101:1	619:1	697:2	2925:1	4218:1	4335:1	5383:1	5776:2	7134:1	9781:1	12972:1	13417:6	13744:1	14282:1	15381:1	16975:1	18888:1	19576:1	20241:1	21078:1	22272:1	24000:1	24268:1	24453:1	25858:2	26442:3	26845:1	27247:1	29172:7	29869:1	30978:1	31106:1	31302:1	32262:1	32295:4	33224:14	33716:2	34045:1	34259:1	34392:1	34422:1	34648:1	34863:1	36319:1	37632:1	38831:1	38837:1	39403:1	39414:1	42046:4	43041:2	43048:1	43270:1	43406:1	44256:1	44586:1	44626:1	45551:2	45565:1	46341:2	47799:3	47826:1																																																																																																																																																																			
1	732:1	3618:1	4812:1	6526:1	10840:1	13417:2	13913:1	19235:1	20239:1	25117:1	29172:2	29231:1	31700:1	32295:2	33224:4	39445:1	42046:2	43283:1																																																																																																																																																																																																															
-1	2823:1	3045:1	4886:1	5450:1	5697:1	6231:1	6261:1	6526:1	8612:1	10840:1	13417:2	15156:1	15196:1	15381:1	19235:1	23094:1	24957:1	27470:1	32084:1	32295:3	33224:3	37648:2	38531:1	41135:1	44647:1	45135:1	47635:1	47799:2	48032:1																																																																																																																																																																																																				
1	697:1	1148:1	5152:1	5761:2	7362:1	9082:1	12639:1	12978:1	13417:4	15889:1	16872:1	16982:1	17063:1	17709:1	18428:1	19854:1	20622:1	20637:1	20663:1	23673:1	23816:1	24259:1	25858:1	29172:5	30091:1	30614:1	31658:1	32036:1	32295:6	32539:1	32550:1	33224:9	34046:1	35310:1	35684:1	36261:1	37228:2	37236:1	37679:1	40207:1	41135:1	41687:1	41989:1	42046:4	42203:1	42998:1	43014:1	43252:1	43744:1	43972:3	44396:1	44653:1	44976:1	45425:1	47147:1	47616:1	47818:1																																																																																																																																																																								
-1	2823:1	5747:1	5940:1	7531:1	8612:1	12611:1	15381:1	17174:1	18449:1	19157:1	19464:1	19598:1	20239:1	20834:1	26132:1	29659:1	32295:3	33224:1	37522:1	39427:1	39445:1	43014:1	43558:1	43608:1	43972:1	47799:1																																																																																																																																																																																																							
1	1516:1	4378:2	5337:1	6094:1	6479:1	8373:2	10175:2	11859:1	15767:2	15990:2	16198:2	16537:1	20661:2	20663:1	21612:2	24784:2	28947:1	29659:2	30852:1	32216:1	32295:2	33051:2	33224:2	33310:2	34314:2	39636:3	40886:1	42955:3	44224:2	47040:1	47799:2																																																																																																																																																																																																		
-1	1274:1	1656:1	8612:2	9384:2	10784:1	12329:1	13417:4	21074:2	22623:1	23865:1	26519:1	30649:2	32295:2	32550:1	33224:4	34072:1	34422:1	34895:1	35028:1	36034:1	40699:1	42541:1	43045:1	46351:1	46360:1	46414:1	47799:1	47818:3	47966:1																																																																																																																																																																																																				
-1	345:1	6458:1	8612:2	9384:1	21461:1	23212:1	25399:1	25799:1	27396:1	32036:1	34422:1	35705:1	43411:1	44260:1	46414:1	47799:1	47818:2																																																																																																																																																																																																																
1	697:1	1372:1	1769:2	6413:1	8487:2	8612:1	8667:1	8820:1	8939:1	13417:6	14986:2	15669:1	19759:1	20241:1	22272:1	22874:1	23011:1	23101:1	23800:1	25115:1	25407:1	25831:1	25858:1	26735:1	29172:3	29743:1	29869:1	31302:1	32262:1	32295:3	32521:1	33224:9	34045:1	34264:1	37181:1	37856:1	38716:1	41887:1	42046:2	42876:1	43100:1	44401:1	44586:1	45551:2	47683:1	47799:2	47826:1																																																																																																																																																																																		
1	1428:4	5563:1	5900:2	7134:1	7393:2	10911:2	13417:6	14911:1	15381:2	16092:2	16291:2	19885:2	20241:1	20829:1	21042:2	22272:1	25803:2	27262:1	28098:2	29172:1	29869:1	31302:1	32262:1	32295:7	32636:4	33224:9	34045:1	39067:1	39854:2	40370:2	40839:2	47799:1	47826:1																																																																																																																																																																																																
1	4652:1	8612:3	9766:1	14699:2	15207:1	16198:1	18332:1	19614:1	21468:1	23195:1	24692:1	25327:1	25813:1	28419:1	29423:1	29659:1	30540:2	32261:1	32295:1	33745:1	33817:1	35421:1	35465:1	38049:1	39811:1	41261:1	43041:1	43616:1	45551:1	45595:1	46341:1	47098:1	47799:2																																																																																																																																																																																																
1	1428:3	2178:1	2755:1	3294:1	5234:1	5563:1	5900:1	6942:1	7134:1	8645:1	8938:1	10911:2	13417:8	13682:1	15118:1	15381:1	16092:2	16291:2	16638:1	17063:3	18117:1	19885:2	19946:1	21042:2	22879:1	25803:1	28098:1	29172:1	29659:2	30195:2	30438:1	32295:10	32636:3	33027:1	33055:1	33224:10	33962:1	36169:1	36604:1	40087:1	40839:1	41285:1	45340:1	46104:1	47799:2																																																																																																																																																																																				
-1	1346:2	1709:1	1982:1	5337:5	8025:1	8201:8	10701:1	11810:1	14230:1	21976:1	29506:1	29559:1	32317:1	33562:1	34054:1	34487:1	35527:1	38394:8	38537:1	39636:3	41135:1	42955:3	43041:1	46341:1	47799:1																																																																																																																																																																																																								
1	840:1	1428:4	2178:1	2823:1	3045:1	3912:1	4703:1	4886:1	6701:1	7860:1	8362:1	8612:1	8614:1	9500:1	10258:1	10497:1	10911:1	11933:1	12088:1	12406:1	13417:6	14032:1	15381:3	17063:2	20028:1	21615:1	23599:1	24523:1	29028:1	29172:2	32295:7	32539:1	32636:3	33224:11	37679:1	38531:1	40676:1	42046:2	42487:1	44180:1	44958:1	47100:1	47835:1																																																																																																																																																																																						
1	3726:1	3820:2	4385:1	6240:1	8612:2	15196:1	37648:2	37938:1	42955:1	43552:1	47799:2																																																																																																																																																																																																																						
-1	1147:2	7890:2	9769:2	13417:4	14288:2	16389:2	16930:2	21074:4	21976:2	32295:2	32550:2	33224:4	34870:2	35323:2	41135:2	43041:2	44906:2	46341:2	46351:2	46360:2	47799:2	47818:4																																																																																																																																																																																																											
-1	1428:1	1623:1	4703:1	6626:1	6731:1	7860:1	8211:1	10237:1	10671:3	10911:1	11220:1	11544:1	13417:4	13840:1	14564:1	14958:1	16458:1	16806:1	17063:2	17660:1	18950:1	19957:1	20661:5	21042:1	22791:1	25636:1	26861:1	27171:1	28417:1	29172:2	29301:2	29581:1	29659:1	29882:1	30014:1	30195:1	31331:1	31483:1	32277:1	32295:9	32539:1	32636:1	33178:4	33224:6	33236:1	36279:1	37679:1	42046:2	44958:1	45695:1	46319:1	47799:1	48041:1																																																																																																																																																																												
1	1382:1	2419:1	3666:1	5283:1	5829:1	6531:1	8726:1	12886:1	13181:1	16198:3	18862:1	18873:2	19464:1	20407:1	20661:1	20663:1	20781:1	21105:1	23711:1	24656:1	24722:1	24880:1	25598:1	27712:1	28283:1	29146:1	29437:1	29659:2	30540:1	31516:1	32295:3	33224:1	34861:1	35086:1	35139:1	36896:1	36901:1	36965:1	37522:1	38899:1	39549:1	40285:1	40878:1	41135:3	42827:1	44586:2	44856:1	45481:1	47799:2																																																																																																																																																																																
-1	1577:2	1806:1	3508:3	5991:1	7362:2	8279:1	8612:3	9049:1	9390:1	9415:1	9585:1	10419:1	10643:1	12221:1	12843:1	15381:4	15552:1	15810:1	16198:1	17105:1	17343:1	19266:2	19956:1	19958:2	20446:1	20661:2	22449:1	24000:1	25095:1	26438:2	26600:1	27071:2	27202:1	28226:1	28756:2	29224:1	32295:8	33178:1	33224:4	33591:1	35524:2	37522:1	37689:1	37750:1	38389:1	39389:1	39582:2	40047:1	41135:2	43452:1	44586:1	44949:1	45551:3	45595:3	47681:1																																																																																																																																																																										
1	3603:1	3726:2	3820:4	3907:1	4315:1	7694:1	8175:2	8612:5	10632:1	10724:1	11754:1	12857:1	14067:1	14687:1	14699:1	14796:1	14870:1	14905:1	15521:1	15990:1	16198:4	16226:1	16796:1	18177:1	20105:1	20661:2	21549:2	21583:1	23158:2	24248:1	25715:1	26491:2	29031:1	30540:2	31008:1	31473:1	32295:1	33224:1	33827:1	34878:1	35271:1	36369:1	36684:1	37065:1	37484:1	37486:1	37593:1	41276:1	41319:1	41935:1	42263:1	42827:1	43041:3	44014:1	44129:1	44586:3	45079:1	45551:3	45565:1	45690:2	46341:3	46499:1	46604:1	46834:2	46841:1	47799:3	47931:1	47932:1	48206:1																																																																																																																																																												
1	2138:1	3726:1	3867:1	6119:1	7395:1	10580:1	10799:1	11952:1	14020:1	14507:1	15054:1	15257:1	17031:1	18602:1	19235:1	20591:1	20747:1	21624:1	21976:1	24816:1	25217:1	25585:1	26519:1	26831:1	33998:1	34895:1	35028:1	41135:1	41359:1	41850:1	43041:1	43442:1	43737:1	43788:2	44586:4	46341:1	46414:1	47799:2	47818:3																																																																																																																																																																																										
-1	5649:1	8146:1	8612:1	9821:1	11554:1	11693:1	16198:1	16341:1	18332:1	18625:1	19139:1	20534:1	20661:2	22191:1	26257:1	29659:1	30118:1	30540:1	31880:1	31969:1	32295:1	32949:2	33178:1	34281:1	38716:1	40361:1	41583:1	42249:1	43788:4	43840:1	44586:6	44773:1	45426:1	45776:1	47799:1																																																																																																																																																																																														
-1	697:1	1101:1	7665:1	13092:1	13417:2	14616:1	14688:1	19314:1	21078:1	22629:1	23036:1	24000:1	25858:1	29172:3	32295:1	33224:5	33716:2	39781:1	41854:1	42046:2	44586:1	44934:1																																																																																																																																																																																																											
1	1148:1	1545:1	2815:1	4179:1	4845:1	6365:1	6526:1	6559:1	9603:1	12794:1	13417:1	13540:1	13664:1	13753:1	15098:1	15381:1	15610:1	16073:1	16573:1	19079:1	19235:1	20663:1	21847:1	23275:1	24707:1	26988:1	27652:1	29172:2	29512:1	30085:1	32295:4	32745:1	33224:6	34134:1	34315:1	34424:1	38154:1	41238:1	42046:1	43014:1	43386:1	43972:2	46138:1	46505:1																																																																																																																																																																																					
1	395:1	5271:1	12409:2	13417:2	13855:2	19015:1	20663:1	22428:1	22532:1	29172:2	29659:2	30428:1	32295:4	33224:4	33439:2	36215:1	38853:2	40192:2	42046:2	42955:1	44514:2	44586:1	47795:2	47799:2	48048:2																																																																																																																																																																																																								
1	697:1	1631:1	1656:1	5003:2	5761:2	7438:1	8612:1	9373:1	10931:1	12108:1	13417:6	15155:1	16282:1	17709:1	21074:2	22416:1	23552:1	23601:2	25858:1	29172:3	30509:1	30649:2	32295:3	32550:2	33224:9	34422:1	37537:1	41135:1	42046:2	43041:1	46341:1	46351:2	46360:2	46516:1	47799:1	47818:2	47931:1	47966:1																																																																																																																																																																																											
1	395:1	1148:2	1717:2	5653:2	6330:1	6717:1	8191:2	8455:1	8612:1	9082:2	9100:1	11053:1	12119:1	13417:4	14838:1	15006:1	16309:1	16872:2	17063:2	17695:1	20284:2	20747:1	21455:2	21682:1	24307:1	25285:1	25654:1	27372:1	27852:1	29172:4	29633:1	30863:1	32295:5	32539:2	33224:8	34422:1	36773:1	37679:2	38334:1	38716:1	40207:2	40237:1	41731:1	41850:1	42046:4	42203:2	42955:1	43014:1	43788:1	43972:1	44586:6	46471:1																																																																																																																																																																													
1	832:1	1428:4	1970:1	2310:1	3569:2	5563:1	5900:1	7134:2	9415:2	10258:1	10731:1	10911:3	11382:1	12015:1	12506:1	13417:6	13576:1	15381:2	16092:1	16291:1	19885:1	20661:2	21042:4	22985:1	23366:1	24289:1	24769:1	24802:1	25309:1	25803:1	28098:3	29172:2	30169:2	30183:1	32295:10	32636:2	32873:1	33178:2	33224:10	35250:1	37286:1	37923:1	40089:1	40839:1	44087:1	44092:1																																																																																																																																																																																			
1	1428:1	3048:1	5169:1	7134:1	8612:1	10150:1	10911:2	12634:1	13417:3	15262:1	17713:1	18664:1	20747:1	20937:1	22556:1	23335:1	24040:1	26808:1	29172:2	30072:1	30085:1	30286:1	30484:1	32295:3	33224:6	33249:1	34781:1	36819:1	38165:1	38778:1	41664:1	43041:1	43972:1	44287:1	44912:1	46341:1	47799:1	47913:1	47931:1	48058:1																																																																																																																																																																																									
1	619:2	697:2	1182:1	2560:1	2744:1	3052:1	5776:2	5971:1	6086:1	8159:1	9072:1	13417:6	14303:1	14879:1	14986:1	15381:1	15775:1	16819:1	17063:1	17342:1	20241:1	20663:1	21524:1	21546:1	22272:1	22827:1	23703:1	23750:1	24240:1	25858:2	26442:4	28818:1	29172:6	29869:1	29871:1	30982:1	31302:1	31601:1	32036:1	32182:1	32262:1	32295:6	33224:13	34045:1	34353:1	35035:1	36053:1	37106:1	39125:1	41079:1	42046:4	42137:1	42600:1	43041:2	43048:1	43509:1	43655:1	44316:1	46341:2	46532:1	47799:3	47826:1																																																																																																																																																																			
-1	2279:1	3534:1	4885:1	13335:1	13417:2	18861:1	18873:1	19607:1	20674:1	22272:1	24722:1	29008:1	29172:2	29673:1	29869:1	30556:1	31302:1	31516:1	32295:2	33224:4	34045:1	38899:1	41135:1	42046:2	44586:1	45603:1	47799:1	47826:1																																																																																																																																																																																																					
1	705:1	1046:1	1428:2	2823:1	3404:1	3666:1	4487:1	5285:1	6626:1	7134:1	7860:2	8362:2	8612:1	10911:2	12775:1	13417:4	13925:1	15381:2	15781:1	15967:1	16198:2	18922:2	19956:2	21268:1	22463:1	24873:1	25168:1	25852:1	26083:1	26321:1	28031:1	29172:3	29410:2	30024:1	30243:1	30540:1	31430:2	32295:7	32301:1	33224:9	33755:1	40192:1	41582:1	42046:2	42802:1	44091:1	47598:1	48251:1																																																																																																																																																																																	
1	3726:1	3820:2	4652:1	8612:4	11327:1	12138:1	13647:1	14699:2	15793:1	16198:1	18332:1	19614:1	21468:1	22168:1	23046:1	23195:1	24692:1	25327:1	29423:1	29659:1	29688:1	30540:2	32261:1	32295:1	33745:1	35421:1	38049:1	38668:1	40279:1	41261:1	43041:1	45551:1	45595:1	46341:1	47098:1	47109:1	47799:2																																																																																																																																																																																												
1	430:1	743:1	1295:1	1428:1	2178:1	2823:1	4461:1	6524:1	6793:1	7860:1	8612:1	9718:1	10816:1	10911:1	11530:1	13276:1	13417:4	13852:1	13928:1	15381:1	16198:2	16451:1	17063:3	17232:1	18254:1	23121:1	23955:1	25772:1	26211:1	27712:2	29061:1	29172:2	29634:1	30066:1	30195:1	30519:1	30914:1	31056:1	32295:7	32539:1	33224:9	33974:1	37679:1	39329:1	40455:1	41135:2	41313:1	42046:2	42173:1	44735:1	45276:1	46915:1	47100:1	47621:1																																																																																																																																																																											
1	473:1	1350:1	2034:1	2280:1	2607:1	2823:1	3748:1	4809:1	4886:1	5776:1	6209:1	7134:1	8079:1	8158:1	8612:1	8844:1	9792:1	11450:1	11527:1	13417:2	14644:1	15102:1	15381:2	16819:1	17329:1	20747:1	21038:1	22272:1	23761:1	25768:1	26063:1	29172:1	29869:1	30374:1	31302:1	32165:1	32295:4	33224:6	34045:1	34350:1	34781:1	38351:1	38503:1	38531:1	43041:1	44408:1	46341:1	47799:2	47826:1	48178:1																																																																																																																																																																															
1	2823:1	3987:1	4487:1	5080:1	6395:1	8612:1	12822:1	13417:2	13847:1	16198:1	16341:1	18061:1	18230:1	19352:1	20661:1	24842:1	26438:1	29172:2	30540:1	30568:1	30956:1	32295:2	32301:1	32893:1	33224:4	33244:1	36142:1	39111:1	42046:2	44586:1	45427:1	45551:1	45996:1	46339:1	47139:1																																																																																																																																																																																														
1	328:1	2477:1	3726:1	3820:2	8612:3	8911:1	9108:1	13005:1	13408:1	13417:2	13634:1	14080:1	16166:1	20747:1	24001:1	26438:2	27536:1	29172:2	29484:1	30568:2	32295:2	33224:4	33267:1	36142:2	38253:1	39600:1	42046:2	42307:1	42704:1	43041:1	45253:1	45485:1	45551:2	46330:1	46341:1	47799:1																																																																																																																																																																																													
1	66:2	2823:2	4761:2	4845:2	6526:2	8612:2	13417:4	15381:2	17752:2	19235:2	21302:2	25397:2	31089:2	32295:6	32301:2	32502:2	33224:6	33765:2	36368:2	40192:2	42994:2	46743:2																																																																																																																																																																																																											
-1	887:1	3726:1	3820:2	5681:1	6526:1	6630:1	7348:1	8250:1	8612:3	10516:1	10840:1	11433:1	12138:1	12278:1	12344:1	13417:2	14253:1	15484:1	16198:3	17204:1	18006:1	19235:1	20583:1	20661:3	23151:1	24144:1	29172:2	29231:1	30270:1	31030:1	31883:1	32295:2	33224:4	33917:1	34849:1	35832:1	35889:1	38221:1	39811:1	42046:2	42827:1	43041:1	43283:1	44345:1	44626:1	45005:1	45403:1	45551:1	45690:1	45776:2	46058:1	46341:1	47799:1																																																																																																																																																																												
1	350:1	479:1	1367:1	2776:1	2971:1	3410:1	3666:1	3957:1	3963:1	4871:1	6626:3	6760:1	7362:3	8612:5	9178:1	9384:2	9468:1	10640:1	11292:1	11830:1	13417:2	13839:1	14660:1	14699:1	14809:1	15381:1	15728:2	16198:6	16749:1	17102:1	17621:1	18377:1	19626:1	19956:1	20661:2	21890:1	22419:1	22996:2	23955:1	25744:1	26094:1	27071:2	27460:1	27461:1	27712:1	27826:1	28673:1	29199:1	29509:1	29659:2	30540:1	30963:1	31250:1	31668:1	31753:1	32287:1	32295:11	32346:1	32453:1	32824:1	33080:1	33224:3	33451:2	34358:1	34422:1	34471:1	34926:1	35069:1	35337:1	36149:1	36572:1	36898:2	36997:1	38716:1	39742:1	39811:1	39869:2	40081:1	40192:1	40243:1	41135:5	41261:1	41493:1	42105:1	42109:1	42733:1	42827:1	43041:1	43641:2	44586:1	45413:1	45551:2	45595:1	46057:1	46341:1	47799:3																																																																																																																																	
-1	8612:1	10132:1	11006:2	12401:1	14922:1	18207:1	21099:1	46341:1	47818:1	47931:1																																																																																																																																																																																																																							
1	1393:2	1537:1	1631:1	7438:1	7760:1	8487:4	8612:1	9373:1	10620:1	12108:1	12510:1	13417:8	14706:1	15155:1	16416:1	19646:2	22416:1	22960:1	23552:1	25831:2	30509:1	30649:2	31879:1	32295:4	33224:8	34422:1	36563:1	39890:1	41135:1	42955:1	43041:1	45551:1	46341:1	47212:1	47799:1	47862:2	47931:1	47966:1																																																																																																																																																																																											
-1	104:1	780:1	2823:1	3666:1	3957:1	4584:1	4950:1	6009:1	7283:1	7607:1	8003:1	8612:2	8759:1	11951:1	13707:1	14699:3	16040:1	16198:4	18873:1	18957:1	20661:2	21868:1	22422:1	22462:1	23349:1	24280:1	25160:1	25429:1	25450:1	26696:1	27712:2	28311:1	28370:1	28680:1	29659:1	30540:2	32261:1	32295:2	32467:1	32645:1	33224:1	37010:1	38198:1	39862:1	40393:1	41007:1	41135:3	43071:1	43530:1	43839:1	44586:1	44856:1	45546:1	46499:1	47799:1	47932:1																																																																																																																																																																									
1	79:1	4677:1	5810:1	8255:1	8612:1	9415:1	10562:1	11302:1	12851:1	13355:1	13417:2	13642:1	17881:1	20661:1	24351:1	25621:1	26555:1	29149:1	29172:2	29207:1	30183:1	30470:1	30540:2	32295:2	32505:1	32755:1	33224:4	35206:1	36398:1	36653:1	38302:1	40097:1	40922:1	42046:2	42589:1	43523:1	45361:1	45551:1	45595:1																																																																																																																																																																																										
-1	1588:1	1850:1	1893:1	6025:1	7017:1	8244:1	8612:1	9350:1	11006:1	14699:1	14779:1	14922:1	16198:2	20529:1	20661:3	20665:1	21712:1	24157:1	25647:1	28190:1	30540:1	32261:1	34467:1	34986:1	40054:1	42803:1	42827:1	43899:1	45139:1	45776:1	47818:1																																																																																																																																																																																																		
-1	395:3	553:3	1085:3	3726:3	3820:3	6367:3	8612:3	8877:3	9331:1	12460:1	15163:3	26176:3	32228:1	34264:1	35499:3	37181:1	38823:3	42955:3	44586:3	45551:3	47799:1																																																																																																																																																																																																												
