Class,BalabanJ,BertzCT,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,MolLogP,MolMR,MolWt,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,CalcNumAmideBonds,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,RingCount,FractionCSP3,TPSA,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,VSA_EState8,VSA_EState9,VSA_EState10
1,1.87555753398732,749.12381299466,112128.479475246,-2.16,12.570869862738,4.69107879194292,1.95579288822273,14.396976746569,10.2371834430179,11.8931022094951,7.65168620602873,6.03502022267762,4.88524459654647,3.86521989195476,11.8931022094951,7.65168620602873,6.03502022267762,4.88524459654647,3.86521989195476,4.2392,82.5824,279.339,279.125928784,21,262.203,0,3,2,0,3,1,106,0,2,0,2,2,0,2,0,0,0,4,0.333333333333333,43.14,123.319463427382,0,10.1143182687656,0,0,0,12.1327341369232,77.9720057561997,12.1327341369232,4.92331104881767,0,0,0,5.68738627468356,0,4.92331104881767,0,0,38.5249297375561,0,62.6999595778616,0,11.126902983394,5.68738627468356,0,4.92331104881767,25.683286491704,10.1143182687656,35.09544921264,30.331835342308,0,11.126902983394,5.68738627468356,0,0,0,10.6106973235012,0,18.405094737549,47.937092458492,17.6961856286202,6.06636706846161,12.1327341369232,0,10.1143182687656,0,46.6666666666667,0
1,2.20011327348431,574.615969462645,9588.2381613818,-2.53,10.9704159686847,4.99878913677098,2.95955552857481,12.0875756698105,8.27518824547867,9.29806655658584,5.31569994495959,3.73726619049708,2.42042732455956,1.51145836483808,9.29806655658584,5.31569994495959,3.73726619049708,2.42042732455956,1.51145836483808,3.31088,70.9394,220.275,220.100048384,17,208.179,2,2,2,1,2,2,82,0,2,0,0,2,0,0,0,0,0,2,0,49.81,100.626191015048,5.73366747716219,0,0,5.26189155473849,0,36.4175084875142,35.3923712572404,5.68738627468356,11.6326728044893,0,0,0,0,0,0,0,0,0,5.73366747716219,65.2212910227839,0,6.06922131279227,17.8394264883513,5.73366747716219,0,0,11.3311128675308,16.690354475091,48.5309365476929,0,12.1520402136678,5.68738627468356,0,0,0,0,5.563451491697,16.8142892580776,0,6.06636706846161,54.616609692899,6.06922131279227,10.9955590319007,0,0,39.1666666666667,0
1,2.56868738221063,358.190067180306,2286.92869488658,-1.91,11.1663941940413,5.09102544577789,3.37751103441255,11.2591485450643,7.1302289553358,8.30382139648701,4.52125936189778,2.93779395841231,1.83565703832484,0.979778323850434,8.30382139648701,4.52125936189778,2.93779395841231,1.83565703832484,0.979778323850434,2.048,53.1834,209.201,209.068807832,15,198.113,0,5,4,0,5,4,80,0,1,0,0,1,0,0,0,0,0,1,0.3,69.44,86.8192146291338,4.73686295380005,14.9088554528374,0,0,0,6.92373719969062,17.6961856286202,18.5535557598492,4.92331104881767,6.60688196451292,0,0,5.68738627468356,5.96930528795185,14.4547111866895,0,0,19.9514407871296,0,39.943238034309,0,0,11.6566915626354,0,10.8926163367695,16.1382821023848,10.1143182687656,18.9080103143136,24.2654682738464,0,0,5.68738627468356,0,0,4.92331104881767,18.2635735271483,6.42082162292601,5.563451491697,12.1327341369232,19.0564713366138,0,0,4.73686295380005,14.9088554528374,0,44.5,0
-1,2.71104072323306,222.540005561459,606.774938712744,-0.86,9.22976660682226,4.23673721463882,2.06145268085327,8.97469149468816,5.75321885762406,7.48866547982734,4.15691636398271,2.93287118175282,2.07004237865317,1.09676039367049,7.48866547982734,4.15691636398271,2.93287118175282,2.07004237865317,1.09676039367049,1.3279,49.9235,165.236,165.1153641,12,150.116,2,2,2,2,2,3,66,0,1,0,0,1,0,0,0,0,0,1,0.4,32.26,73.2352675128874,10.423315998847,0,0,0,0,30.331835342308,19.5348606740648,6.04184082914796,6.1039663877483,0,0,0,0,0,5.10652739484071,5.31678860400633,0,19.0695444165869,7.04767198267719,35.895286834005,0,0,0,5.31678860400633,18.1960402066659,0,0,18.5911550791359,30.331835342308,0,0,0,0,0,6.1039663877483,6.04184082914796,0,5.563451491697,0,0,44.3032445246759,5.31678860400633,0,5.10652739484071,0,26.8333333333333,0
-1,2.05358021729023,569.716065547508,26796.5542947111,-2.34,10.7914126529937,4.88658984815172,2.18421954843171,12.2088960133702,8.93265299037757,10.0829037686548,6.14273441009184,4.31285540045245,3.07681588345444,2.13952661182525,10.0829037686548,6.14273441009184,4.31285540045245,3.07681588345444,2.13952661182525,5.0206,77.314,230.31,230.109550448,18,216.198,0,0,0,0,0,2,86,0,3,0,0,3,0,0,0,0,0,3,0,0,107.545591531625,0,0,0,0,0,78.8627718900009,28.3201730352496,0,0,0,0,0,0,0,0,0,0,0,0,84.9291389584626,0,22.253805966788,0,0,0,0,0,0,84.9291389584626,0,22.253805966788,0,0,0,0,0,0,0,22.253805966788,0,12.1327341369232,72.7964048215393,0,0,0,34.6666666666667,0
-1,3.43320919793779,349.487530233207,711.396473477979,-0.93,10.152850041425,3.85247225576892,1.86963800971863,10.0080716895078,6.07458606266997,6.67433966082539,3.32875145420989,2.2426094495411,1.47678427792257,0.93205968701931,8.1861975528623,4.08468040022835,3.05700970302231,2.08938562300002,1.39634558476603,2.7002,49.9733,221.039,219.969399412,13,214.991,1,3,2,1,5,2,70,0,1,0,0,1,0,0,0,0,0,1,0.125,46.53,84.8371208838002,9.84339034864076,0,4.79453718407182,0,0,23.201879780465,12.1327341369232,0,17.1550641687602,5.563451491697,5.74951183328391,0,0,5.96930528795185,14.6379275327126,0,0,0,7.10979754127753,27.7414522561029,0,5.74951183328391,29.1711850684169,4.73686295380005,18.1856302240701,0,0,10.3579886757688,12.1327341369232,10.0452666274827,0,0,5.74951183328391,23.201879780465,5.96930528795185,21.3582299524636,0,0,19.2425316782008,0,0,0,33.0452701291058,4.79453718407182,0,27.7013117283951,11.3542438271605
1,2.53953886135939,18.8547529722733,9.65148445440323,0.96,5.96,3.16161290322581,4.96,4.28445705037617,2.27005561002966,3.04038599639463,1.47107769180191,0.935072880624039,0.212624534314072,0,6.21237907462404,3.50822212834,3.14570916096609,2.37645570324074,0,2.1647,32.183,201.889,199.883624392,5,195.841,0,0,0,0,2,1,32,0,0,0,0,0,0,0,0,0,0,0,1,0,49.2042304679055,0,0,0,0,0,38.7836249955893,0,10.1572637173582,0,0,0,0,0,0,0,0,0,11.7509112699874,5.33008964706143,0,0,0,31.8598877958987,0,10.1572637173582,0,0,6.92373719969062,0,0,0,0,0,31.8598877958987,0,0,4.82717407029681,5.33008964706143,0,0,0,38.7836249955893,0,0,0,3.74016203703704,0
-1,3.49045306660215,105.096162813286,45.1149867638493,-0.79,7.21,3.24262343678163,2.39452135535381,6.56891410075235,3.68073921255262,5.23071014330082,2.5075835968385,1.5008002663474,0.623893628574327,0.254294168704268,5.23071014330082,2.5075835968385,1.5008002663474,0.623893628574327,0.254294168704268,1.1256,31.447,114.144,114.06807956,8,104.064,0,2,2,0,2,2,46,0,0,0,0,0,0,0,0,0,0,0,0.5,26.3,49.149425897179,4.73686295380005,0,4.79453718407182,0,0,6.5789356835985,13.8474743993812,5.57310453006927,6.60688196451292,0,0,0,0,5.96930528795185,9.53140013787187,0,0,13.8474743993812,6.60688196451292,12.1520402136678,0,0,5.96930528795185,0,12.5761872524648,9.53140013787187,0,13.8474743993812,12.1520402136678,0,0,0,0,0,0,5.96930528795185,12.1799864945822,0,0,13.8474743993812,0,11.3157986373985,0,4.79453718407182,0,22.3333333333333,0
-1,2.50024865152341,133.393828079199,107.107190697411,-0.83,5.309470013947,2.47071207165961,1.06911391396486,5.81999095630891,3.93185165257814,4.59347796544193,2.60963277233872,1.59921573141998,0.955331675710196,0.575509671538242,4.59347796544193,2.60963277233872,1.59921573141998,0.955331675710196,0.575509671538242,-0.0891,31.3461,111.148,111.079647288,8,102.076,3,3,2,2,3,2,44,0,1,0,0,0,0,0,1,0,0,1,0.4,54.7,47.9299864472637,10.7176459981094,0,4.98397852094721,0,0,0,6.54475640591258,12.6176651945391,12.021248069613,0,0,0,0,0,0,9.96795704189442,5.73366747716219,6.42082162292601,6.54475640591258,18.2180916412261,0,0,0,5.73366747716219,16.512713447807,6.42082162292601,0,5.69392799484846,12.5241636463776,0,0,0,0,0,0,0,6.54475640591258,12.1147496177745,0,6.32732007476454,6.19684357161308,9.96795704189442,5.73366747716219,0,0,18.1666666666667,0
-1,1.65915836980762,896.983719854337,16771587.3887338,-3.93,22.7484634765859,10.9073917715714,6.53573622572497,22.8133440200552,15.4669455935235,17.7310641241872,10.1334812545247,7.63713422261337,4.68364852100934,2.81704094003727,17.7310641241872,10.1334812545247,7.63713422261337,4.68364852100934,2.81704094003727,4.5637,118.2805,432.472,432.157288488,32,408.28,0,6,6,0,6,9,164,0,3,0,0,3,0,0,0,0,0,3,0.192307692307692,78.9,186.29033043545,14.2105888614001,0,14.3836115522155,0,0,54.5973036161545,43.3219396104603,0,22.1053449444878,19.8206458935388,0,0,0,17.9079158638556,28.5942004136156,0,5.41499046939678,6.92373719969062,19.8206458935388,107.685860502015,0,0,17.9079158638556,0,37.7285617573943,14.2105888614001,5.41499046939678,37.9977032269971,90.9955060269242,0,0,0,0,0,23.3229063332523,19.8206458935388,16.690354475091,0,0,97.9192432266148,0,0,14.2105888614001,14.3836115522155,0,79.25,0
-1,3.00614983372955,279.334674659164,473.955341085275,-1.84,8.25842519685039,3.0419304797472,1.6018929516714,9.13782820150469,5.60906090528062,6.02032484868615,3.17682909100974,2.18765539800659,1.37880132960243,0.755381829495594,6.02032484868615,3.17682909100974,2.18765539800659,1.37880132960243,0.755381829495594,1.083,40.3606,166.132,166.026608672,12,160.084,2,4,2,2,4,2,62,0,1,0,0,1,0,0,0,0,0,1,0,74.6,68.0727990527697,10.2130547896814,0,9.58907436814364,0,0,0,24.2654682738464,0,11.126902983394,0,0,0,0,11.9386105759037,19.8021291578251,0,0,0,0,35.3923712572404,0,0,11.9386105759037,0,22.1516653655851,0,0,20.7159773515376,24.2654682738464,0,0,0,0,0,11.9386105759037,11.126902983394,0,0,24.2654682738464,0,0,0,10.2130547896814,9.58907436814364,0,40.6666666666667,0
1,3.26705221236169,374.75533357432,675.815708069665,-1.98,9.11074410163339,3.17655056647356,1.78153940563975,10.0080716895078,6.01974450780358,6.75947116042425,3.41554421055277,2.48500914015286,1.60023442018077,0.908044495703274,6.75947116042425,3.41554421055277,2.48500914015286,1.60023442018077,0.908044495703274,1.81142,44.4878,182.135,182.032756672,13,176.087,0,6,4,0,6,2,68,0,1,0,0,1,0,0,0,0,0,1,0.142857142857143,86.28,73.1022966788932,0,20.2286365375311,0,0,0,0,12.9901042681522,11.6298185601586,15.912989166097,0,0,0,11.3747725493671,0,9.84662209763534,0,0,6.92373719969062,0,43.991189234613,0,0,11.3747725493671,0,9.84662209763534,0,27.1523737372218,5.563451491697,18.1991012053848,0,0,11.3747725493671,0,0,9.84662209763534,11.3747725493671,5.563451491697,6.06636706846161,19.0564713366138,0,0,0,0,20.2286365375311,0,45,0
1,1.93410768648384,555.125154367007,73639.117628212,-2.09,15.3017175254492,8.25344660448429,5.0676092369385,14.9160027945567,10.3131930479395,12.8800414334166,7.67378146497691,5.04925015740292,3.35400011144011,1.95126413580772,12.8800414334166,7.67378146497691,5.04925015740292,3.35400011144011,1.95126413580772,5.1785,89.919,281.399,281.177964356,21,258.215,0,2,2,0,2,7,110,0,2,0,0,2,0,0,0,0,0,2,0.31578947368421,21.59,127.051959841704,4.73686295380005,4.99240473263567,0,0,0,32.4010301592305,60.3667486400157,6.21460057953532,12.2942682391965,5.74951183328391,0,0,0,0,4.73686295380005,0,4.99240473263567,33.1099392681593,6.60688196451292,59.6578395310869,0,5.74951183328391,11.9019868542189,4.73686295380005,12.8214825440482,6.42082162292601,0,37.8160206286273,53.5233412803285,0,0,5.68738627468356,5.74951183328391,0,0,0,0,42.8696964329554,5.563451491697,0,30.4800688533818,43.1053474058634,4.73686295380005,0,0,41.1666666666667,0
1,3.27441444539339,389.666586146426,1216.63503878106,-2.02,10.0634724540902,3.79304548689583,1.82840435441262,10.7151784706943,6.55774931026437,6.91379153711075,3.58532536716288,2.48534872909504,1.64674096608137,0.969465122834926,6.91379153711075,3.58532536716288,2.48534872909504,1.64674096608137,0.969465122834926,0.9953,45.6736,198.134,198.027671292,14,192.086,1,7,5,1,7,3,74,0,1,0,0,1,0,0,0,0,0,1,0.142857142857143,106.51,77.8965304310892,5.10652739484071,20.2286365375311,0,0,0,0,6.06636706846161,6.06636706846161,28.0833226223069,0,0,0,11.3747725493671,0,14.953149492476,0,0,6.60688196451292,0,43.991189234613,0,0,11.3747725493671,0,14.953149492476,6.60688196451292,20.2286365375311,5.563451491697,18.1991012053848,0,0,11.3747725493671,0,0,22.1408903368318,11.2508377663806,0,18.1991012053848,0,0,0,0,5.10652739484071,20.2286365375311,0,50.5,0
1,2.22665753708264,523.05307104377,48490.5337986613,-2.14,15.2526782543261,6.09542429363635,2.97496751604993,15.5685496218228,9.95159616038172,10.6421836695588,5.98172460249388,4.47215589023412,3.12812176437213,1.97351820295074,10.6421836695588,5.98172460249388,4.47215589023412,3.12812176437213,1.97351820295074,-0.4784,69.1308,299.239,299.075349756,21,286.135,3,10,8,3,10,4,114,0,1,1,1,1,0,0,0,1,1,2,0.454545454545455,145.73,117.824206421214,20.0564451383222,10.1143182687656,0,5.00891252395453,4.90706524398828,0,12.1327341369232,12.1327341369232,22.5034640089769,18.3118991632449,6.22790117073487,0,5.68738627468356,0,24.9797561871398,0,5.28588472096271,24.5398003339798,11.6157944884675,39.2868517866003,0,0,11.3747725493671,5.00891252395453,51.3895755318325,4.73686295380005,15.0213835127539,0,29.5513529948091,0,0,11.3747725493671,0,0,29.4631113827974,17.98165451388,0,17.1416466608778,12.1327341369232,0,0,5.28588472096271,4.73686295380005,30.340965697276,0,67.6666666666667,0
1,2.57321385929469,222.793484306689,370.935580738741,-1.38,7.7239501039501,3.7068494879444,2.37194456513822,8.10444800668509,5.32569850269549,6.39653360859846,3.41025254046809,2.38301122300883,1.39360809405135,0.876511183901946,6.39653360859846,3.41025254046809,2.38301122300883,1.39360809405135,0.876511183901946,1.7998,43.704,150.181,150.07931294,11,140.101,0,3,2,0,3,3,58,0,1,0,0,1,0,0,0,0,0,1,0.25,32.67,65.585989022959,0,5.00891252395453,0,0,4.90706524398828,30.331835342308,5.563451491697,7.04767198267719,11.8306411268753,0,0,0,0,0,0,5.00891252395453,5.28588472096271,6.54475640591258,7.04767198267719,40.8023520779933,0,0,0,0,12.0565845066317,6.54475640591258,4.90706524398828,5.563451491697,35.6177200632708,0,0,0,0,0,0,0,6.54475640591258,5.563451491697,5.00891252395453,7.04767198267719,30.331835342308,5.28588472096271,0,4.90706524398828,0,27.1666666666667,0
1,2.99417056041312,277.931104140243,346.711353687193,-1.43,7.67449320794149,2.66693779192364,1.5259290320425,8.43072142031815,5.10906090528062,5.31225756492429,2.63740625865872,1.79497985213945,1.05007857732626,0.549868171401946,6.12875414585201,3.51705906991362,2.68466081916105,1.93027794873437,1.2628510387479,0.7552,39.4913,172.165,171.994262988,11,168.133,2,5,4,1,6,2,58,1,1,0,0,0,0,0,1,0,0,1,0,86.23,65.5910970238614,5.73366747716219,14.9088554528374,0,0,0,11.3367858779347,0,11.4464298389275,10.4867625405147,0,0,5.90717972935151,0,5.00108197668787,9.71784823288949,0,5.73366747716219,0,0,27.1241995993901,0,0,22.2450475839741,5.73366747716219,10.8304907781692,0,10.1143182687656,10.3579886757688,11.4464298389275,0,0,5.00108197668787,0,11.3367858779347,10.8304907781692,10.5645334683849,0,17.4031529463963,5.38006277046592,0,0,0,5.73366747716219,14.9088554528374,0,36.9472685185185,0.886064814814814
1,2.47844003400556,903.725114689219,201310.855171796,-3.82,15.0902100121882,4.84283012796713,1.82794109459179,17.7566303550217,11.2517953153725,11.5477452015415,6.35433942984992,4.88009617148453,3.62434724866637,2.63504677508948,11.5477452015415,6.35433942984992,4.88009617148453,3.62434724866637,2.63504677508948,1.6896,76.3874,330.208,330.012415152,24,324.16,2,10,8,2,10,2,120,0,2,0,1,2,0,1,0,0,0,3,0,160.88,131.430013550304,10.2130547896814,29.8177109056748,0,0,0,0,12.1327341369232,12.1327341369232,20.9735250810293,22.6259266499618,0,11.5664898927299,11.3747725493671,0,29.6487512554604,0,0,0,0,66.7479107781656,0,11.4990236665678,22.941262442097,0,31.6261667800466,0,20.2286365375311,31.8428803349316,24.2654682738464,0,0,11.3747725493671,11.4990236665678,0,66.5407141730881,0,0,24.2654682738464,0,0,0,0,0,40.0307656953562,0,82.6666666666667,0
1,2.19639342717164,459.894069088892,4959.09433195403,-1.8,8.5036703601108,3.10520249979709,1.22418888160179,10.2507123766271,7.36017334530614,8.05161430867046,4.8984979877799,3.58025069799192,2.64711226211335,1.88474235998959,8.05161430867046,4.8984979877799,3.58025069799192,2.64711226211335,1.88474235998959,2.874,57.0198,198.221,198.06807956,15,188.141,1,2,2,1,2,0,74,0,2,0,1,2,0,0,0,0,1,3,0.076923076923077,29.46,87.7553872681313,9.84339034864076,0,0,0,0,36.3982024107697,12.1327341369232,11.126902983394,0,17.6029900543161,0,0,0,0,9.84339034864076,0,0,6.1039663877483,0,59.6578395310869,0,11.4990236665678,0,4.73686295380005,5.10652739484071,0,0,17.2308693711423,48.5309365476929,0,0,0,11.4990236665678,0,6.1039663877483,0,0,22.6259266499618,0,0,48.5309365476929,0,4.73686295380005,5.10652739484071,0,33.5,0
1,2.27399675555254,734.106353820113,42566.8191578588,-2.31,15.0859802536059,5.98658853714561,3.41885454515908,15.5685496218228,9.87991785310972,10.3392026235477,5.6205183288364,4.03685415579826,2.61491312211262,1.5987385244574,11.8510605155846,6.37644727485485,4.88049006301085,3.16271923338865,1.99287026885359,3.8595,79.1764,327.123,325.986112096,21,319.059,2,6,4,2,8,3,108,1,2,0,0,2,0,0,0,0,0,2,0,92.47,128.618565652069,10.423315998847,14.9088554528374,0,0,0,23.201879780465,24.2654682738464,17.1553674506645,21.1967821289396,5.74951183328391,0,0,11.5945660040351,0,14.8243756277302,0,0,0,5.31678860400633,62.1212387987149,0,5.74951183328391,40.4838320591837,5.31678860400633,15.9370181730099,0,10.1143182687656,10.3579886757688,36.3982024107697,10.0452666274827,0,11.3747725493671,5.74951183328391,23.201879780465,10.8304907781692,32.7330025018307,0,6.06636706846161,30.331835342308,0,0,5.31678860400633,23.201879780465,20.0153828476781,0,51.7619153080832,11.6269735808057
1,2.91316116360486,378.724446334571,505.763734556388,-1.08,6.61905674301279,2.51349237039007,1.0764611861099,7.68179827587471,5.37701009771175,5.78927968364694,3.37014666111953,2.31495705251249,1.58347943398458,1.06698040606761,6.5452086296654,3.74811113412875,2.72215717925309,1.88847413537948,1.29762365157837,2.8882,46.753,163.607,163.018876872,11,157.559,0,1,1,0,2,0,54,0,2,0,0,1,0,0,1,0,0,2,0,12.89,69.6359818590604,0,4.98397852094721,0,0,0,29.8000410956173,12.1327341369232,11.5830677860779,10.5393340313576,0,0,0,0,0,0,4.98397852094721,0,0,0,41.5513122276625,0,0,22.5038648223136,0,4.98397852094721,0,0,0,36.5286789139211,5.02263331374133,10.9029249320811,0,0,11.6009398902325,0,0,5.02263331374133,10.9029249320811,0,6.19684357161308,30.331835342308,4.98397852094721,11.6009398902325,0,0,18.2165740740741,5.89453703703704
1,2.35490502975716,804.800014460014,54540.9335586236,-2.82,13.1764334861372,4.34318285776751,1.77848755076703,15.309036597829,9.93475940797611,11.42857313915,6.27723539841812,4.93393965908548,3.53200598756989,2.5916523224765,11.42857313915,6.27723539841812,4.93393965908548,3.53200598756989,2.5916523224765,2.19022,74.3676,284.267,284.068473484,21,272.171,2,5,5,2,5,1,106,0,2,0,1,2,0,1,0,0,0,3,0.125,83.83,119.967491563605,14.9499177434815,9.58907436814364,0,0,0,0,30.6862898967724,17.1932700518556,18.2367005246715,17.2485354998517,5.78324494636494,5.78324494636494,0,0,24.5389921116251,0,0,6.92373719969062,7.10979754127753,52.0827257323314,0,17.2485354998517,11.5664898927299,4.73686295380005,28.8893422236888,0,6.92373719969062,37.4063318266286,24.2654682738464,0,0,0,17.2485354998517,0,11.5664898927299,39.5023414666397,5.563451491697,0,25.3088987466624,12.9901042681522,0,0,4.73686295380005,19.8021291578251,0,58.1666666666667,0
1,2.19941468892444,737.435636242621,58751.1706131321,-2.9,15.4881092052177,5.84168055540226,3.59777193366937,16.3280626458167,10.2766755647425,12.4387355634931,6.5430463162394,5.53474698951172,2.57353969730245,1.7412627866371,12.4387355634931,6.5430463162394,5.53474698951172,2.57353969730245,1.7412627866371,0.9652,78.8317,304.306,304.117154992,22,288.178,1,8,5,1,8,2,116,1,2,0,0,1,0,0,1,0,0,2,0.285714285714286,104.57,126.348891795297,15.1513690033546,0,10.2203285811822,14.5622228095522,0,12.1327341369232,20.7712115990719,12.1327341369232,0,11.815651390519,0,0,17.2302450068456,11.7871680657869,18.9922154216843,5.42579139711039,5.10140752573972,26.3722624100556,0,46.5707458898626,0,0,23.3412420857063,14.8866066809228,17.9088914614574,4.73686295380005,10.4145060495546,26.4651395939203,35.5637193711992,0,11.0334014352325,4.79453718407182,0,0,11.6942908819221,16.727329430081,9.46081528381245,12.4114441511484,12.1327341369232,32.9039457359951,0,10.5271989228501,4.73686295380005,15.2090432336264,0,59.9166666666667,0
1,2.5122035135907,507.703208171142,3171.23587922625,-1.87,9.67613689784826,3.70820367314394,1.82305962167144,10.836498814254,7.18154055035206,8.34412736579116,4.6667218816341,3.36227500713504,2.2758900920612,1.49026527671419,8.34412736579116,4.6667218816341,3.36227500713504,2.2758900920612,1.49026527671419,2.5819,58.8945,201.225,201.078978592,15,190.137,1,3,2,1,3,1,76,1,2,0,0,2,0,0,0,0,0,2,0.083333333333333,40.54,87.5125799019465,0,10.0017902088491,0,5.06321772496535,0,30.331835342308,22.9051825658528,6.92373719969062,5.68738627468356,0,0,5.90717972935151,0,0,10.0017902088491,0,0,6.92373719969062,5.06321772496535,42.4645694792313,0,0,22.3670144329647,5.06321772496535,11.1144327541288,4.79453718407182,0,6.92373719969062,42.4645694792313,0,10.7724484289296,5.68738627468356,0,0,5.90717972935151,0,10.7506039996489,10.7724484289296,6.92373719969062,12.1327341369232,30.331835342308,0,0,10.0017902088491,0,37.6666666666667,0
1,2.83309081197607,378.883627041797,1787.5730750214,-1.91,11.1663941940413,4.54372730964672,2.76729509849746,11.4222852518809,7.04091255785876,8.49480048142125,4.46697903508834,2.90930149926313,1.65646996636294,1.09692959204602,8.49480048142125,4.46697903508834,2.90930149926313,1.65646996636294,1.09692959204602,0.0786,51.6227,209.201,209.068807832,15,198.113,1,5,4,1,5,3,80,1,0,0,1,0,0,1,0,0,0,1,0.3,72.47,86.7866665527475,10.0536515578064,14.3836115522155,0,0,0,0,6.92373719969062,19.0757774133584,12.3039212775688,0,5.75916487165618,17.4736696220814,0,0,19.1204745060155,5.31678860400633,0,13.8474743993812,6.60688196451292,23.6082443983798,0,0,17.4736696220814,5.31678860400633,24.0805515865943,19.1204745060155,0,13.8474743993812,23.6082443983798,0,0,0,0,0,17.4736696220814,11.456204184712,6.60688196451292,12.1520402136678,6.92373719969062,6.92373719969062,0,5.31678860400633,4.73686295380005,14.3836115522155,0,44.8333333333333,0
1,1.75024175195081,1109.38549600196,971109.745171741,-2.64,11.865607578939,4.00634542831071,1.50034999656447,14.9658908473214,11.3989794855664,12.4911520591186,8.10217280259545,6.5118271211322,5.27069296069783,4.11590564788288,12.4911520591186,8.10217280259545,6.5118271211322,5.27069296069783,4.11590564788288,5.786,93.457,294.353,294.104465068,23,280.241,0,1,1,0,1,0,108,0,4,1,2,4,0,1,0,1,1,6,0.090909090909091,12.53,133.683593540273,4.73686295380005,0,0,0,0,60.6636706846161,55.9314369615704,0,0,12.2079327754966,0,0,0,0,4.73686295380005,0,0,12.2079327754966,0,83.9233078049333,0,11.126902983394,21.5448968578592,0,0,4.73686295380005,0,23.3348357588906,72.7964048215393,0,32.6717998412532,0,0,0,0,12.2079327754966,0,0,43.7987028246472,0,0,72.7964048215393,4.73686295380005,0,0,43.5,0
1,2.17406724228177,1078.1666469438,295704.045773434,-2.93,11.699621425078,4.28108314959962,1.50783054037897,14.5182970901287,10.915816237972,11.9527670949651,7.48648245877578,5.71178507881304,4.50160836899273,3.48735290954925,11.9527670949651,7.48648245877578,5.71178507881304,4.50160836899273,3.48735290954925,5.6944,94.261,279.342,279.104799416,22,266.238,0,1,1,0,1,0,102,0,5,0,0,4,0,0,1,0,0,5,0,12.89,127.377709227384,0,4.98397852094721,0,0,0,48.5309365476929,55.9026707066384,17.779911357691,0,0,0,0,0,0,0,4.98397852094721,0,0,0,79.1237248963039,0,0,43.0897937157184,0,4.98397852094721,0,0,0,79.1237248963039,0,43.0897937157184,0,0,0,0,0,0,0,43.0897937157184,0,12.3936871432262,71.7140162740249,0,0,0,42.3333333333333,0
1,2.05694935324503,233.554619288147,822.276655998904,-0.82,6.86356156054288,2.66566607820775,1.80773403658777,7.68179827587471,5.34333659290053,6.70921319878509,4.01579457155725,3.1450645061469,1.98634452794371,1.17294598466671,6.70921319878509,4.01579457155725,3.1450645061469,1.98634452794371,1.17294598466671,1.93632,44.623,148.205,148.088815004,11,136.109,0,1,1,0,1,2,58,0,1,1,1,1,0,0,0,1,1,2,0.4,12.53,66.998885653061,4.73686295380005,0,0,0,0,29.8289197655434,12.4871886913876,6.42082162292601,12.7108483522612,0,0,0,0,0,4.73686295380005,0,0,19.4485252103649,6.60688196451292,35.3923712572404,0,0,0,0,12.7108483522612,11.1576845767261,6.92373719969062,11.126902983394,24.2654682738464,0,0,0,0,0,0,0,6.1039663877483,13.0277035874389,11.126902983394,0,0,31.1892054735371,4.73686295380005,0,0,21.1666666666667,0
-1,2.46861361593048,431.998367913134,2560.89795280879,-1.89,8.69694808523315,3.87896937716245,1.71636806101477,9.80311861943435,6.89817814776692,7.68175098236012,4.50642820255921,3.10933932560429,2.12983250647665,1.42214085601354,7.68175098236012,4.50642820255921,3.10933932560429,2.12983250647665,1.42214085601354,3.1661,57.2655,182.222,182.07316494,14,172.142,0,1,1,0,1,2,68,0,2,0,0,2,0,0,0,0,0,2,0,17.07,83.0149615400014,0,4.79453718407182,0,0,0,48.5309365476929,17.1932700518556,5.563451491697,0,6.28616052312956,0,0,0,0,4.79453718407182,0,0,0,0,60.1607551078515,0,11.126902983394,6.28616052312956,0,6.28616052312956,0,0,10.3579886757688,54.5973036161545,0,11.126902983394,0,0,0,0,0,5.563451491697,17.4130635065235,0,6.06636706846161,48.5309365476929,0,0,4.79453718407182,0,32,0
