1	760:1	3885:2	3988:3	4977:1	5896:1	6742:1	7901:2	8283:1	8475:1	8598:1	8938:3	13854:6	15491:1	16599:1	18330:2	19863:1	22887:1	24892:1	26643:1	27710:1	27736:1	28206:2	28329:1	29980:3	31589:2	33275:3	34297:9	35477:1	38053:1	38742:1	41091:1	41320:1	41401:1	43300:2	43363:1	45903:1	46518:1	46632:1	49396:2																																																																																																																																																																															
1	629:1	760:1	3022:2	4487:1	5045:1	5742:1	5910:2	6890:1	7399:1	7762:1	8938:3	9293:2	9490:1	12241:1	12760:1	13457:1	13854:4	13982:1	14282:1	15750:1	15916:1	16670:1	16730:2	16801:1	18277:1	19520:1	19781:1	20437:1	20862:1	20912:1	21722:1	22465:1	23059:1	23110:1	23941:1	23970:1	24656:1	24747:1	25896:1	25975:1	26643:1	26890:1	27839:1	28465:1	29980:4	30708:1	30985:1	31033:1	31657:1	31702:1	32267:1	33231:1	33275:6	33402:1	33524:1	34190:1	34297:9	34922:1	35151:1	36560:1	36645:1	37937:1	38891:1	39740:1	41004:1	41601:1	43300:2	43459:1	43618:1	43808:1	44225:1	44360:2	44370:1	45293:1	45903:3	45937:1	46070:1	46911:3	46930:1	46959:1	47719:2	47731:1	47750:1	48238:2	48591:1	49114:1	49207:3	49227:2	49233:1	49414:1																																																																																																																												
-1	4214:2	4568:1	6871:1	8046:1	8938:1	10899:1	11162:1	12605:1	13854:4	15227:1	16293:1	17464:1	18044:1	18113:1	19488:1	20087:2	20418:1	22444:2	22749:1	22823:2	24077:1	24468:1	25247:1	26370:1	26381:1	33275:6	34297:4	36236:1	37685:1	38399:1	38672:2	39887:1	40961:1	41437:1	44165:1	44264:1	44285:1	45903:1	48415:1	49283:2																																																																																																																																																																														
1	629:1	760:2	822:1	896:1	1479:1	2454:1	3022:2	3050:1	3104:1	3779:2	3885:1	4487:1	5045:1	7399:1	7762:1	8938:3	9293:1	9490:1	12458:2	13810:1	13854:6	13982:1	14282:1	14875:1	15750:1	15916:1	16542:1	16670:1	16730:2	17256:1	19439:2	19520:1	19599:1	19781:1	20862:1	21337:4	21340:2	21722:1	22445:1	22465:1	22900:1	22954:1	23059:1	23097:2	23850:1	23941:1	23970:1	24004:2	24656:1	24716:1	24747:1	25975:1	26256:1	26643:2	28465:1	29568:1	29980:7	30708:1	30985:1	31033:1	32267:1	32887:1	33231:1	33275:7	33323:4	33402:1	33999:1	34190:1	34297:14	34916:1	35151:1	36560:1	39025:1	41004:1	41601:1	42490:1	43300:4	43457:4	43618:1	43966:2	44225:1	44360:2	44370:1	45293:1	45903:2	45937:1	46911:2	46930:1	46959:1	47074:1	47163:2	47719:2	48238:1	49207:3	49233:1	49414:1																																																																																																																						
-1	394:1	1069:1	1913:2	2560:2	3525:1	4306:2	4626:1	5085:1	7612:4	8599:2	9429:2	11207:2	12184:1	13205:1	13783:1	13854:4	14325:1	14335:2	15361:2	16263:1	17168:1	19502:2	20129:2	21190:1	21266:1	21444:3	21532:1	21778:4	27847:2	29214:2	31703:1	32327:1	32352:2	32614:1	33021:1	33182:1	33275:10	34276:1	34297:4	35401:1	35453:1	35974:2	36443:1	37927:2	39541:2	39944:1	40693:1	41074:2	41176:1	42278:2	42351:6	43094:3	43518:2	45903:7	47140:1	47190:1	47828:1	48935:1	49227:1																																																																																																																																																											
-1	2418:1	3022:1	3202:1	3755:1	5110:1	6241:1	6355:1	7612:2	7982:1	8409:1	8938:2	13235:1	15014:1	16172:1	16492:2	16589:1	17548:1	18226:2	18435:2	19383:1	19863:1	21337:4	21340:2	22131:1	22390:1	24285:1	24952:2	25803:1	26483:1	26674:1	28255:1	30474:1	33275:6	33323:4	35761:1	35974:2	36274:1	39940:1	40989:1	41642:1	42351:2	42490:1	44360:1	45679:1	45917:1	46911:2	46959:1	47719:2	49207:1	49227:1																																																																																																																																																																				
1	1126:1	1161:1	3022:1	4017:1	4214:2	4824:1	6816:1	7707:1	7789:1	8046:1	8361:1	8938:1	10899:2	11319:1	11808:1	12751:1	13259:1	13854:6	14364:1	14459:1	15227:1	15723:1	15916:1	16404:1	18108:1	19756:1	20575:3	20853:1	21337:5	21340:2	21444:1	21749:1	24077:1	24346:1	24841:2	24847:1	25581:1	25601:1	26010:1	26383:1	27978:1	29501:1	29964:1	30065:1	30280:1	30474:1	30513:1	33275:8	33323:2	34297:7	34792:1	37685:3	38205:1	40961:1	42214:1	43581:1	44264:3	44360:1	45293:1	45860:2	45889:1	47150:1	47719:1	47754:1	48303:1	49147:1	49207:1	49283:3	49739:1																																																																																																																																																	
1	353:1	1043:1	1259:1	1432:1	1662:1	1681:1	1908:1	2046:1	2524:1	2968:1	3110:1	3691:1	4005:1	4041:1	4133:2	4206:1	5643:1	5739:1	6181:1	6546:1	6682:1	7400:1	7686:1	7815:1	8377:1	8938:7	9665:1	10269:1	10452:1	10710:1	10957:1	11899:1	12585:1	13086:1	13309:1	13832:1	13854:2	14246:1	14428:1	14575:1	14984:1	15032:1	15200:1	15205:1	15221:5	15613:1	15916:2	16371:1	16419:1	16730:4	16734:1	16869:1	16896:1	17129:1	17134:1	17595:1	17659:1	17889:2	17938:1	18245:1	18556:1	20087:1	20244:1	20485:1	20659:1	21012:1	21337:9	21340:3	21536:1	22049:1	22322:1	22927:1	23280:1	23387:1	23886:1	23937:1	24127:1	24783:1	24848:1	25256:1	25858:1	26128:2	26560:1	27205:1	28484:1	29980:2	30009:2	30065:1	32648:1	33275:8	33323:2	33515:1	33898:1	34240:1	34297:8	34587:2	35178:1	35344:1	36417:2	37148:1	37256:1	37814:1	38052:1	38177:1	38202:1	38598:1	38672:1	38839:1	39150:1	39683:1	39887:2	40903:1	40987:1	41047:1	42149:1	42351:2	42490:2	43039:1	43254:1	43300:2	43751:1	44360:3	44503:1	45337:1	45540:1	45618:1	45903:2	46608:1	46911:4	46959:3	47065:1	47719:3	47766:1	47796:1	47822:1	48501:2	48759:1	48860:1	49207:3	49362:1	49367:1	49383:1																																																																								
1	1221:1	1435:1	2027:1	2099:1	2148:1	2450:1	3782:1	4224:1	4792:1	7399:1	8938:1	9387:1	9733:1	9823:1	10044:1	10910:1	10957:1	11461:1	12298:1	12782:1	13275:1	13351:1	13854:2	15221:1	15752:1	15916:2	17254:1	17659:1	17774:1	17889:1	18364:1	18847:1	20847:1	21337:2	21340:1	22956:1	23041:1	23059:1	25144:1	28124:1	28196:1	28399:1	28700:1	28955:1	29837:1	29980:1	30009:1	30500:2	30511:1	30708:1	31450:1	31475:1	32267:1	32607:1	32699:1	33275:10	34297:5	34560:1	34841:1	35151:1	35909:1	36417:1	37015:1	38354:1	38533:1	39887:1	39924:1	39960:1	41426:1	41735:1	42351:1	44337:1	44469:1	44739:1	45293:1	45903:1	46314:1	46607:1	47663:1	48013:1	48779:1	49207:3	49233:1																																																																																																																																			
1	852:1	2152:1	2341:1	2631:1	3022:1	3050:1	3241:2	3327:1	3835:1	4505:1	4653:1	5309:1	5345:1	5458:1	5565:3	8938:4	9293:1	9912:1	10883:1	11109:1	11712:2	12391:1	13655:1	13854:8	14288:1	14361:1	14793:1	14876:1	15916:1	16439:1	16542:1	17086:1	17659:2	18104:1	20129:1	20729:1	21337:4	21340:2	21444:1	21516:1	23283:1	23667:1	24520:1	26198:1	26256:1	27205:1	27763:1	28471:1	29980:2	30952:2	31450:1	31583:2	31718:1	32827:1	33021:1	33275:8	33323:2	33386:1	33442:1	33515:2	33819:1	34297:11	35429:1	35811:1	36156:1	37927:1	38672:1	38839:2	38938:1	39149:1	39151:1	39238:1	39699:1	39895:1	39909:1	40336:1	40595:1	41766:1	42084:1	42367:1	43287:1	43300:2	44360:1	44628:1	45065:1	45650:1	45691:1	45903:2	46569:2	46590:1	46911:1	47074:1	47477:1	47719:1	48001:1	49207:1																																																																																																																						
1	1134:1	3022:1	4017:1	4608:1	4676:1	4803:1	4949:1	5605:1	8415:1	8867:1	8938:1	10796:1	11556:1	12601:1	13854:4	15256:1	15498:1	15916:1	17375:1	17803:1	19515:1	21444:1	21666:1	22009:1	22732:1	26570:1	27361:1	29980:2	33275:5	33281:1	34297:7	37112:1	37156:1	37685:1	37927:1	38037:1	41846:1	42168:1	42351:1	43300:2	44264:1	44360:1	45633:1	45663:1	47080:1	47719:1	49207:1																																																																																																																																																																							
1	3213:1	4017:1	4450:1	7612:1	15916:1	17967:1	19126:1	20676:1	23388:1	26925:1	27847:1	31803:1	31963:1	33275:5	34297:1	37685:4	42351:1	43995:3	44017:1	44264:4	47242:1	48660:1																																																																																																																																																																																																
1	3711:1	4017:2	5376:2	7800:1	8046:1	8789:1	8867:3	9263:1	9671:1	9902:1	10116:1	10899:1	12338:1	13854:6	15227:1	15444:1	15916:1	16047:1	17375:1	19096:1	21444:2	21780:1	26285:1	26570:2	33275:5	33862:1	34297:7	35811:2	36435:1	37685:3	39044:1	40878:1	44264:3	44360:1	47719:1	49207:1	49283:2	49378:1																																																																																																																																																																																
1	760:1	962:1	3731:1	5458:1	5528:1	6247:1	6463:1	7901:2	8508:1	8938:2	9696:2	13854:2	14214:1	15667:1	15722:1	18892:1	19312:1	21888:1	24353:1	26643:1	29980:3	32674:1	33275:1	34179:1	34297:5	35477:2	37599:1	38806:2	39547:1	40837:2	40840:1	41320:1	42080:1	43164:1	43300:2	44264:2	49207:2	49396:1																																																																																																																																																																																
1	1662:2	1755:1	2292:1	3174:1	3691:4	3940:1	4221:1	4897:1	6871:1	7470:1	8938:5	9250:1	9733:1	12731:1	13479:1	13854:2	14539:1	14849:1	15643:1	15916:2	16730:1	20574:1	21333:1	21337:2	21444:1	22868:1	25253:1	25508:1	26337:1	26848:1	26931:1	27205:2	27363:1	27665:1	29755:1	30240:1	30500:1	33275:9	34240:1	34297:4	36116:1	36626:1	37168:1	37868:1	38851:2	39629:1	39999:1	40334:1	40595:1	41414:1	41816:1	43350:1	44975:1	46179:1	46636:1	46911:4	46959:4	47143:1	49097:2	49207:1																																																																																																																																																										
1	2834:1	4676:1	4803:1	4949:1	5458:1	5605:1	7399:1	8508:3	10796:1	11556:1	11575:1	12187:1	12601:1	13854:4	14888:1	15256:1	15498:1	15916:1	21444:1	21666:1	22009:1	22201:1	22732:1	25455:1	25465:1	26570:1	29980:3	33275:4	34297:8	34350:1	35417:1	37112:1	37156:1	37927:1	38555:1	39097:1	39547:3	40573:1	41846:1	42168:1	42351:1	43300:2	44360:1	45663:1	47080:1	47277:1	47719:1	49207:1																																																																																																																																																																						
-1	2598:1	3506:1	3836:1	5406:1	5985:1	6747:1	8508:1	9563:1	13242:1	15962:1	16730:3	19497:1	19502:1	20087:1	21061:1	21337:1	21340:1	21476:1	23116:1	23902:1	24496:1	25461:1	26399:1	28491:1	29088:1	29943:1	30276:1	30500:2	31450:1	33238:1	33275:3	34297:1	36127:1	36194:1	38013:1	38090:1	38672:1	40473:1	40739:1	41178:1	41494:1	42351:2	44104:1	44812:1	45903:1	46195:1	46840:1	48449:1	49207:2																																																																																																																																																																					
-1	2619:1	2978:1	3885:1	4202:1	4512:1	6588:1	6604:1	7490:1	8938:1	9163:1	10518:1	11346:1	11920:1	12202:1	12849:1	14618:1	14818:1	15010:1	16616:1	16730:4	17617:1	17994:1	18433:1	18511:1	21121:1	21199:1	21261:1	21337:1	22125:1	22626:1	22732:1	23110:2	25217:1	27026:1	27368:1	28491:2	29142:1	32433:1	33048:1	33397:1	33565:1	33894:1	35807:1	36556:1	36963:1	39887:1	39956:1	42111:1	42351:4	43494:1	44104:1	44296:1	44360:1	44766:1	45090:3	45136:1	45903:8	46195:2	47719:1	48015:1	48326:1	48434:1	49207:1	49227:4	49329:1																																																																																																																																																					
1	2361:1	3022:1	4642:1	7612:1	8938:1	12531:1	13454:1	15916:2	16195:1	20862:1	21538:1	23059:2	27822:1	30168:1	30511:1	30708:2	31475:1	32267:2	33231:1	33275:4	33281:1	34297:2	35151:2	35974:1	39093:1	40518:1	42351:1	46755:1	46835:1	49207:2	49233:2																																																																																																																																																																																							
-1	2530:2	3885:2	21133:1	22254:2	22732:2	26298:2	35097:2	35289:2	40659:2	42351:2	44360:2	47719:2	49207:2																																																																																																																																																																																																									
-1	2439:1	4336:1	6451:1	7612:1	8827:1	9174:1	13854:2	14555:2	15916:3	16488:1	16939:1	18253:3	19943:1	22732:1	23697:1	24786:1	26457:1	26618:1	27750:2	27847:1	28118:1	28160:2	29813:1	30779:1	32961:3	33001:1	33275:7	34053:1	34275:1	34297:5	35163:1	36556:1	37791:1	39676:1	40545:1	41074:1	42351:2	43378:1	44360:1	45903:1	46911:1	47719:1	48506:1	49097:1	49207:1	49214:3																																																																																																																																																																								
-1	1680:1	3445:1	4648:2	6038:2	6046:1	6769:2	7217:1	7566:1	13854:4	13886:1	17659:2	20876:1	21340:1	22732:1	25418:1	26982:2	29614:2	29980:4	30500:1	31234:2	33275:5	33515:2	34297:8	36147:1	36556:1	38839:2	39530:2	42351:1	43103:1	43300:4	44360:1	45903:1	46362:2	47719:1	48697:2	49207:2																																																																																																																																																																																		
1	669:1	1564:1	1886:1	3003:1	3720:1	4027:1	5393:1	6351:1	8046:1	8316:1	8938:2	10656:1	10899:1	11330:1	11712:2	13547:1	13854:7	14230:1	15227:1	16192:1	16414:1	16780:1	19668:1	20608:1	20750:1	21340:1	21348:1	22302:1	23283:1	24118:1	24386:1	25567:1	27275:1	28540:1	29057:1	29980:2	30557:1	32134:1	32473:1	33275:5	34282:1	34297:10	34528:1	34645:1	35477:1	37685:1	38064:1	38205:1	38219:1	40175:1	40336:1	41504:1	41937:1	42469:1	42490:1	43300:2	44264:1	44360:1	44615:1	45293:1	45903:1	46911:3	46933:1	46959:2	47175:1	47719:1	49207:1	49283:2	49503:1																																																																																																																																																	
-1	1506:1	1979:1	3055:1	3836:1	3865:1	3974:1	4533:1	4960:1	5985:1	7612:1	8746:1	13347:1	13788:1	13854:2	14760:1	15916:2	16278:1	16730:5	19064:1	19502:1	20339:1	20508:1	21166:1	27205:1	27847:1	28491:3	29416:1	30276:1	30500:1	31450:2	31458:1	31782:1	32201:1	33275:5	33617:1	34028:1	34135:3	34173:1	34297:4	35187:1	36127:1	38753:1	39350:1	39619:1	40466:1	40654:1	41540:1	42351:5	42428:1	42844:1	43296:1	43721:1	44046:1	45238:1	45276:1	45303:1	45903:1	46141:1	46911:1	48947:1	49207:1																																																																																																																																																									
-1	4:1	235:1	252:1	526:1	595:1	761:1	1391:1	1662:2	2571:1	2836:1	3064:1	3067:2	3237:1	3691:2	3836:2	4209:1	4792:3	5466:1	8318:1	8938:3	10280:1	10739:1	11489:1	11535:1	11908:1	12772:1	12968:2	13347:1	15002:1	15271:1	15702:2	15916:4	16269:1	16730:10	17396:2	20369:1	20574:2	21337:3	22874:1	23300:1	23941:1	24604:1	24771:1	24795:1	25006:1	25075:1	25239:1	25290:1	25484:1	25965:1	26215:1	27205:2	27320:2	28491:2	29015:1	30425:1	30464:2	30500:1	30893:1	31164:1	31450:6	31864:2	32381:1	32560:1	33275:9	33473:2	34135:2	34297:4	34315:2	34340:1	34386:1	35336:1	36626:2	37364:1	38308:1	38707:1	38753:1	39031:1	39804:2	41004:1	41013:1	41343:1	42030:1	42351:4	43289:1	43369:1	44689:1	44765:1	44893:1	46190:1	46830:1	46911:4	46959:2	47299:1	47444:1	47718:1	48989:1	49097:1	49207:2	49242:2	49321:1	49452:1																																																																																																																
1	137:1	940:1	3022:1	5289:1	7612:1	8938:1	13222:1	13685:1	13854:2	14293:2	15916:1	16632:1	17519:1	17659:1	17790:1	19029:1	21046:1	22104:2	24006:1	24069:1	25156:1	30333:1	31058:1	31808:2	32145:1	33275:6	33892:1	34297:3	35593:1	35974:1	37815:1	42351:1	44337:1	45293:1	46339:1	48422:1	49585:1																																																																																																																																																																																	
1	46:2	3885:1	3988:2	5458:1	5565:1	7408:1	7612:2	7634:4	8475:1	8938:3	9769:4	13854:8	17571:1	18199:1	19664:1	21265:2	21763:2	22996:2	24989:2	25465:2	27726:1	33275:4	33741:2	34297:8	36404:1	37404:2	38333:1	42351:2	45903:1																																																																																																																																																																																									
1	495:1	2668:1	3005:1	3022:1	3046:1	4005:1	4069:1	4854:1	7371:1	7612:1	8616:1	8938:1	9284:1	9515:1	11331:1	13288:1	13854:2	15748:1	15916:1	16942:1	17134:1	17659:1	20087:2	20990:1	22322:1	23377:1	25537:1	29980:2	31424:1	31903:1	32089:1	32730:1	33275:7	33515:1	33655:1	34297:5	37450:1	38672:2	38839:1	39683:1	40600:1	42351:1	43300:2	43602:1	44503:1	45209:1	48118:1	49079:1	49227:1																																																																																																																																																																					
1	97:1	266:1	2323:1	4977:2	5920:2	6742:2	12450:1	12723:2	13854:8	15491:2	18330:4	18851:4	19863:2	22190:1	22444:1	22823:1	22926:2	23877:2	27136:1	28152:1	32726:2	33275:6	34061:1	34297:12	35630:2	35837:2	37851:1	38120:4	43363:2	44143:1	47719:1	47861:1																																																																																																																																																																																						
1	962:1	3022:1	3241:2	3835:1	5458:1	5528:1	6247:1	6463:1	8508:1	8938:3	9696:2	9892:1	13854:4	14214:1	14288:1	15667:1	15722:1	18892:1	19312:1	21785:1	21888:1	24233:1	24353:1	31589:2	32674:1	33275:2	34179:1	34297:4	35477:2	37599:1	38806:2	39547:1	39699:1	40837:2	40840:1	42080:1	44264:2	49207:2	49396:1																																																																																																																																																																															
1	77:1	235:1	595:1	1662:2	2594:1	3691:3	4792:3	6908:1	8318:1	8938:3	10605:1	10930:1	11286:2	11535:1	15002:1	15702:2	15916:4	16316:1	16730:4	17396:2	20574:2	21337:2	22947:1	23941:1	24604:1	24795:1	25006:1	25965:1	26215:1	27205:2	27320:2	27568:1	28491:1	29013:1	29015:1	30425:1	30464:2	30500:1	30893:1	31450:3	31864:2	32381:1	33275:9	33473:2	34297:4	34315:1	34357:1	34386:1	36626:2	37076:1	38851:1	39804:2	41004:1	42147:1	42351:1	44765:1	46830:1	46911:3	46959:3	47444:1	49023:1	49097:1	49207:1	49242:2																																																																																																																																																						
1	177:1	2473:1	2660:2	3885:1	5042:1	5444:1	6211:1	8508:2	10267:1	10290:1	11044:1	12768:1	13854:2	14414:1	14522:1	14609:1	15179:1	15531:1	15614:1	16180:1	16366:1	16730:2	17659:1	18171:1	18929:1	19235:1	19460:1	19774:1	21337:4	21423:1	21613:1	22142:1	22775:1	24465:1	24849:1	25512:1	25605:1	27047:1	29873:1	29945:1	29980:2	30389:1	30958:1	31644:1	33021:1	33275:5	33349:1	34297:6	35141:1	35232:1	36056:1	37710:1	37866:1	38672:2	38779:1	39668:1	40473:1	40668:1	41234:1	41760:1	42082:1	42083:1	42198:1	42810:1	43300:2	43454:1	44029:1	45293:2	45570:1	45764:1	45864:1	45903:1	46911:1	47143:4	47889:2	48055:1	48449:1																																																																																																																																									
1	931:1	2473:1	3885:1	3988:1	7612:1	8353:1	8938:2	9209:1	9317:1	15916:2	16195:1	16783:1	19259:1	20862:1	21538:1	23059:2	27572:1	27822:1	30347:1	30511:1	30708:2	31400:1	31475:1	32267:2	33231:1	33275:4	33461:1	34297:2	35151:2	35974:1	39093:1	39492:1	39887:1	41786:1	42351:1	45066:1	45903:1	49207:2	49233:2																																																																																																																																																																															
1	760:1	767:1	1506:1	4005:1	4448:1	4771:1	5674:1	7691:1	8130:1	8938:1	9326:1	10016:1	10063:1	10453:1	11229:1	11808:1	11895:1	12034:1	12388:1	12754:1	13854:6	14136:1	14147:1	14428:1	15819:1	15916:1	16465:1	16717:1	16730:1	17134:1	17353:1	17572:1	19373:1	19472:1	19999:1	20087:1	21340:1	21444:1	22019:1	23150:1	24447:2	26293:1	26324:1	26392:1	26554:1	26643:1	28441:1	28965:1	28992:1	29895:1	29980:7	30065:1	30500:1	33275:8	34011:1	34297:14	34359:1	38672:1	39683:1	40200:1	40800:1	40961:1	41414:1	43300:6	43485:1	43648:1	44232:1	44360:1	45293:1	45914:1	46388:1	47719:1	48972:1	48977:1	49207:2	49387:1	49479:1																																																																																																																																									
-1	329:1	1816:2	7759:1	8518:1	8827:1	8938:2	9293:1	10600:1	11797:1	11920:1	13854:2	13938:1	14793:1	15617:1	15916:1	16846:1	17134:2	18023:1	20087:2	21382:1	22374:1	22606:1	23205:1	23831:1	24281:1	25656:1	26358:1	26618:1	27806:1	30245:1	32007:1	33021:1	33159:1	33275:4	33786:1	34297:3	36011:1	38672:2	38850:1	39359:1	39887:1	40336:1	42490:1	42990:1	44360:1	44861:1	45903:2	46911:2	46959:1	47719:1	49207:1																																																																																																																																																																			
1	4017:2	5597:1	7612:1	15916:2	17967:2	21265:1	25736:1	32971:1	33275:4	34297:2	35488:1	36775:1	37685:3	42351:1	43995:1	44264:3	47583:2	48168:2																																																																																																																																																																																																				
-1	3885:1	19502:1	22254:1	24349:1	25126:1	29456:1	32306:1	33312:1	36021:1	40659:2	42351:1	44581:1	45903:2																																																																																																																																																																																																									
1	1506:3	2951:1	5353:1	5689:1	6056:1	7399:1	10910:1	11229:2	13687:1	13854:8	16618:3	16807:2	17659:1	17671:1	20498:2	21778:2	23059:1	25914:1	28232:1	28720:1	29980:1	30511:1	30708:1	31058:1	31335:1	31475:1	32267:1	33275:7	33617:4	34297:9	35151:1	36394:1	38829:1	40542:1	42027:2	44421:1	49207:1	49233:1																																																																																																																																																																																
1	762:1	2046:1	3022:1	4725:1	6100:1	7635:1	7803:1	8228:1	8333:1	8938:5	10920:1	12221:1	13947:1	15221:1	15424:1	17486:1	18807:1	19687:1	20575:1	20957:1	21337:3	21716:1	21873:1	22093:1	22732:1	24311:1	26335:1	26513:1	27637:1	27705:1	27799:1	29376:1	31585:1	32474:1	33121:1	33230:2	33275:2	34240:1	35906:2	36064:1	36132:1	36559:2	38840:1	39491:1	40596:1	42351:1	44360:1	47719:3	47731:1	48381:1	49207:1	49227:6	49362:2	49566:1																																																																																																																																																																
1	760:2	1470:1	1617:1	6348:1	7988:1	8116:1	8638:1	8827:2	8938:1	10805:1	12851:1	13854:8	15221:1	16939:1	19407:1	20247:2	20298:1	21340:1	21444:1	21487:1	23922:1	24810:1	26570:1	26618:2	26643:2	27332:1	28656:1	29980:6	30440:1	30500:2	30866:1	31450:1	31468:1	32611:1	33228:1	33230:1	33275:6	34297:14	35362:2	35417:2	36248:1	37709:1	39494:1	39962:2	40138:1	40827:1	42715:1	42864:1	43300:4	44340:1	44875:1	45620:1	46911:1	49036:1	49207:2	49520:1	49529:1																																																																																																																																																													
1	1301:2	1451:2	3067:1	3885:2	4203:1	7378:1	8235:2	8353:2	8938:4	10745:2	11920:2	17979:2	20942:2	21199:2	21261:2	29659:2	30552:1	32884:2	33058:2	35336:1	36141:2	38308:1	39887:4	41195:2	42082:2	42351:1	45090:2	45903:10	46911:2	47636:2	49207:1	49522:2																																																																																																																																																																																						
1	7612:1	8494:1	8534:1	13439:2	23336:1	26764:2	31803:3	33275:6	35974:1	37685:5	39714:2	42351:1	43995:5	44264:5																																																																																																																																																																																																								
1	7612:1	13327:1	13854:2	15497:1	15916:1	20862:1	23059:2	23584:1	27847:1	30511:1	30708:2	31475:1	31916:1	32267:2	33084:1	33231:1	33275:3	34297:3	35151:2	39093:1	40043:1	41074:1	41790:1	42351:1	42503:1	44370:1	47187:1	49207:2	49233:2																																																																																																																																																																																									
1	13968:6	16730:6	21337:6	22104:6	30432:6	36817:6	40231:6	44081:6	46511:6	47143:6																																																																																																																																																																																																												
-1	2118:1	2762:1	6088:1	6351:1	6742:2	8046:1	8938:2	10899:1	11712:2	11811:1	13854:4	14778:1	15221:1	15227:1	15714:1	18570:1	19712:1	19781:1	19863:2	20769:1	21340:1	22514:1	23283:1	23570:1	23679:1	28958:1	30167:1	32382:1	32458:1	33230:2	33275:4	34297:4	37685:1	42306:1	44264:1	45293:2	47154:1	49282:1	49283:2																																																																																																																																																																															
1	4017:2	7612:1	15916:1	16342:1	17386:1	17967:1	19126:1	21990:1	29447:1	30918:1	33275:5	34297:1	35974:1	37685:4	38089:1	39714:1	41323:1	42351:1	43995:2	44264:4	44784:1	48913:1																																																																																																																																																																																																
1	109:2	760:1	3885:1	4870:1	5456:1	8046:1	8844:1	10692:1	10899:1	12458:1	12715:1	12754:2	13458:1	13854:8	14341:2	15227:1	16648:1	16730:1	18165:1	18966:1	23412:2	24189:1	24985:2	26643:1	29980:5	30355:1	30500:2	33275:7	34257:1	34297:13	34965:2	35823:2	37685:1	38203:2	38981:1	41414:2	43300:4	43457:2	44264:1	44360:1	44537:1	44753:1	47163:2	47719:1	49207:3	49283:2	49479:2																																																																																																																																																																							
1	2264:1	4083:1	7129:2	7612:4	9769:2	10340:1	13854:4	15014:1	15916:2	17675:1	18701:2	21265:2	23055:2	23069:1	24786:1	24989:1	27847:2	28433:1	29043:1	30545:2	32439:1	33275:6	34297:6	34805:1	35100:1	36775:1	37404:1	38193:1	40683:1	42351:4	42616:1	43240:1	44360:1	45309:1	45903:2	47719:1	48015:1	48559:1	49207:1																																																																																																																																																																															
-1	760:1	1877:1	2889:1	3421:1	3838:1	3885:1	4771:1	5123:1	6624:2	7311:1	8452:1	8938:4	9364:1	9490:2	9753:1	9999:1	10145:1	10459:1	10657:1	11125:1	11237:2	11267:1	12458:1	12668:1	13854:2	15221:2	16730:5	16937:1	17380:1	17579:1	18983:1	19649:1	19863:1	20424:1	21260:1	21289:1	21337:1	21340:2	21444:1	21468:1	21762:2	23670:1	24414:2	25834:1	26382:1	26643:1	27102:1	27439:1	27491:1	28813:1	29980:3	30005:1	30500:2	30555:2	30669:1	31847:1	32442:2	32488:1	32535:1	32784:1	33230:4	33275:3	33393:1	33620:1	33624:1	34297:5	34359:1	34440:1	35224:1	35720:1	38446:1	38986:1	39746:1	39993:1	41638:1	42141:1	43300:2	43457:2	43477:1	44130:1	44360:3	45903:1	46911:2	47163:1	47493:1	47719:3	48238:2	48286:1	49207:7	49723:1																																																																																																																												
1	1339:1	3076:1	3402:1	5696:1	5920:1	6840:1	7477:1	7612:1	8495:2	8938:1	10796:2	12450:1	12601:2	13170:1	13685:2	13854:2	14052:1	14293:2	14662:1	15916:2	16336:1	16652:1	17116:1	17417:1	17420:2	18185:1	19447:2	22104:4	22316:1	23372:1	23841:1	28321:1	29980:2	30500:1	31808:4	32740:1	33275:10	34297:8	35974:1	37126:2	37615:1	38419:2	39269:2	39887:1	40689:1	40866:2	42351:1	43300:2	44143:1	44360:1	44939:1	45663:2	45903:1	45937:1	46528:1	46911:1	47719:2	48238:1	48785:1	48843:1	49207:2																																																																																																																																																									
1	862:1	1221:1	1245:1	3022:2	3445:1	3885:3	4786:1	5934:1	6054:1	6126:1	6221:1	8938:6	9408:1	10780:1	10795:1	11920:4	14082:1	15916:2	16061:2	16596:1	20087:1	21340:1	23913:4	24929:3	25299:1	25437:4	25516:1	25777:3	26066:1	26179:2	26246:1	26558:1	26840:1	27375:1	28272:1	28470:2	29088:1	29362:3	29614:1	29739:4	30337:1	30411:1	30500:2	30998:1	31930:1	32203:1	32607:1	33275:8	33276:1	33281:2	33752:1	34259:1	34297:2	34432:1	34462:2	34669:1	36395:1	38142:1	38354:1	38672:1	38746:1	39014:1	39412:1	39589:1	39887:4	41174:1	41661:1	42082:1	42339:1	42755:1	43328:1	44337:2	44360:4	44658:1	45293:2	45903:10	46347:1	46911:4	47230:1	47283:1	47719:4	47951:1	48015:4	48162:1	48238:1	48282:1	48622:1	49207:6																																																																																																																														
-1	760:1	4977:1	6742:1	6765:2	7170:1	8867:2	13854:6	14995:1	15491:1	18330:2	19863:1	20298:1	21444:1	22009:1	24085:1	26570:2	26643:1	29980:3	33275:3	33676:1	34297:9	35417:2	35433:1	41948:1	43300:2	43363:1	44286:1																																																																																																																																																																																											
